Abborrgrundet-Inkoo;188142; 3.0; 2.4;MW2013;POLYGON ((27.7020433774647 60.4487770871112, 27.7055084002909 60.4472713380439, 27.7146005866902 60.4511561456963, 27.7189352578333 60.456562736, 27.7236744815567 60.456812612382, 27.7236690554147 60.4572613304076, 27.7180467783976 60.4574739982463, 27.7136723958333 60.4527407243333, 27.7020433774647 60.4487770871112))
Högsåra-Biskopsö-väylä;213984; 5.0; 4.4;NN+48,70;POLYGON ((28.5525624574876 60.962893517076, 28.5522596011046 60.9630196262616, 28.5519766412631 60.9631315611869, 28.5517370106368 60.9632221398658, 28.551469279458 60.9633189979976, 28.5510969327139 60.9634464824912, 28.5507556949485 60.9635563390776, 28.5504860287662 60.9636386743363, 28.5502333430883 60.9637123860389, 28.549875369508 60.96381134288, 28.5495291999888 60.9639011853807, 28.5492415558665 60.9639716339226, 28.5489485428121 60.9640396077653, 28.5485108809867 60.9641342624489, 28.5482739465685 60.9641822852334, 28.5481485116546 60.9642066161003, 28.5478677486434 60.9642590464461, 28.5475644516705 60.9643122157471, 28.5473626460436 60.9640233538579, 28.5474080530008 60.964015677818, 28.5476318868351 60.9639762190271, 28.5479227225845 60.9639219757362, 28.5482609413567 60.9638544352758, 28.5486301351333 60.9637751424665, 28.5486770160416 60.9637645518012, 28.5489579494545 60.9636994727335, 28.5492291619449 60.9636331686563, 28.5495607278947 60.9635473061766, 28.5499169092502 60.9634489393545, 28.5501580096707 60.9633785972021, 28.5504171000102 60.963299482742, 28.5507513678111 60.9631917817844, 28.5510987886212 60.9630727594305, 28.5513724072939 60.9629736412916, 28.551612680556 60.9628824725524, 28.5518921308894 60.9627713088881, 28.552147864283 60.9626644790063, 28.5525624574876 60.962893517076))
Högsåra-Biskopsö-väylä;213934; 5.2; 4.4;NN+48,70;POLYGON ((28.5953708764466 60.9406137019628, 28.5902906996937 60.9442651684341, 28.5883436925625 60.9458607721997, 28.5876438688333 60.9464791646667, 28.5864914565 60.9474974053333, 28.5843983503333 60.9490683275, 28.5822292061667 60.9506956096667, 28.5798495257724 60.9517047379977, 28.5774544318026 60.9514938734113, 28.5782872378333 60.9511326883333, 28.5811380028879 60.9499056061095, 28.5829065835 60.9485590588333, 28.5851976923333 60.9469910915, 28.5866492528333 60.9460937045, 28.5875237434373 60.9455530356691, 28.5900207138336 60.9438727283047, 28.5945965693527 60.9405770570275, 28.5953708764466 60.9406137019628))
Högsåra-Biskopsö-väylä;151571; 5.0; 4.4;NN+48,70;POLYGON ((28.5798495257724 60.9517047379977, 28.5796007241667 60.9518102578333, 28.5767176326667 60.9530149998333, 28.5742179546667 60.9540522808333, 28.5711290991667 60.9553288388333, 28.5683357401667 60.9565133363333, 28.5655082223333 60.9576794268333, 28.5625948693333 60.95890748, 28.5575242999904 60.960836266236, 28.5538947966752 60.9623892430826, 28.5525624574876 60.962893517076, 28.552147864283 60.9626644790063, 28.553299739576 60.9620605109977, 28.5569631009799 60.960493076248, 28.5615035098333 60.958228472, 28.5642260455 60.9570804275, 28.5671498765 60.9558231381667, 28.569798628 60.9547252963333, 28.5727699471667 60.953473849, 28.575437478 60.952368648, 28.5774544318026 60.9514938734113, 28.5798495257724 60.9517047379977))
Högsåra-Biskopsö-väylä;154141; 5.0; 4.4;NN+21,28;POLYGON ((28.671053103998 60.8774238723665, 28.6696764313395 60.8780765643079, 28.6667318473362 60.8791133369207, 28.6631413148124 60.8799403277955, 28.6579869260458 60.88073445436, 28.6554805793918 60.8811789319751, 28.6547961650649 60.881240034012, 28.6543185641063 60.8813151476171, 28.654282748497 60.8812617768712, 28.6542589906424 60.8812264044419, 28.6548355820682 60.8811278049782, 28.6556218505396 60.8808932352439, 28.659316442293 60.8801933957587, 28.6645580620763 60.8792274257583, 28.6676677524141 60.8783075381596, 28.6702750760242 60.8770858818214, 28.6714008535359 60.8763949562006, 28.671053103998 60.8774238723665))
Högsåra-Biskopsö-väylä;151721; 5.5; 4.4;NN+00,00;POLYGON ((28.7406542658024 60.8056473379046, 28.7405036236008 60.8078035749019, 28.7403509715716 60.8091641123947, 28.7400988125383 60.8096168142149, 28.7400952545401 60.8097821331454, 28.7398333612124 60.8097736989938, 28.7398652932439 60.8095699446602, 28.7396255473332 60.80885948878, 28.7393866297498 60.8078147362688, 28.7392387138133 60.8073639535893, 28.7371261187565 60.8049093667918, 28.7390459874412 60.8049323803172, 28.7406542658024 60.8056473379046))
Högsåra-Biskopsö-väylä;151715; 5.0; 4.4;NN+48,70;POLYGON ((28.510374004059 60.9847962263744, 28.5101392360068 60.9849849451607, 28.5098859993764 60.9851776883009, 28.5096131471832 60.985374180712, 28.5093028329228 60.9855851122252, 28.5090496462568 60.9857483307345, 28.5088050432541 60.9858991245689, 28.5084736099458 60.9860935681919, 28.5081065072637 60.9862968554477, 28.5077749013123 60.9864705536842, 28.5074126343053 60.9866504578406, 28.507102083888 60.9867971026419, 28.5068135994367 60.9869274819823, 28.5062853643851 60.9871524696288, 28.5056746648942 60.987393042602, 28.5052431847943 60.9871234273617, 28.5055120661934 60.9870199521255, 28.5059335117338 60.986849454263, 28.506327735146 60.9866801248527, 28.5066297351593 60.9865434888877, 28.5069448227155 60.9863940652713, 28.5072713715739 60.9862312614833, 28.5075920234065 60.9860628892086, 28.5079109675019 60.9858863043183, 28.5079255178981 60.9858780237291, 28.5082404712535 60.9856934233143, 28.5084747783036 60.9855505134967, 28.5087361818442 60.9853829677758, 28.5090767305304 60.9851517216547, 28.509328838574 60.9849699616183, 28.5095519526786 60.9848006827045, 28.5097631738047 60.984632313788, 28.510374004059 60.9847962263744))
Högsåra-Biskopsö-väylä;151708; 5.0; 4.4;NN+48,70;POLYGON ((28.5128521926439 60.9812118960522, 28.5128012101844 60.9814056079223, 28.5127369963934 60.9816130942331, 28.5126676899477 60.981807582525, 28.5125733842495 60.982039475382, 28.5124603292065 60.9822833035328, 28.5123637875705 60.9824703463221, 28.5122532671666 60.9826664295787, 28.5121238340118 60.9828768983781, 28.5119836107564 60.9830864563968, 28.5119369664084 60.9831525878246, 28.5117815813018 60.9833619475743, 28.511619463265 60.9835649740866, 28.5114379572994 60.9837768181536, 28.5112230553783 60.9840100642187, 28.5110161401334 60.9842195226062, 28.5108002315049 60.9844246569742, 28.510733276843 60.9844859776677, 28.5105803622798 60.9846213821977, 28.510374004059 60.9847962263744, 28.5097631738047 60.984632313788, 28.509940048144 60.9844847982538, 28.5099815288197 60.9844489827352, 28.5100194266913 60.9844163303378, 28.5101949014295 60.9842595582749, 28.5104111744997 60.9840557056445, 28.5106130282602 60.9838529957514, 28.5108266772624 60.9836230256154, 28.5110072344893 60.9834139652759, 28.5111492660169 60.9832382133774, 28.5112955532649 60.9830447887241, 28.5114863506304 60.9827691704964, 28.5116115621344 60.9825701474386, 28.5117182068734 60.9823860806376, 28.5118138362349 60.9822066766416, 28.5119356617983 60.9819521959735, 28.5120302612875 60.9817267908567, 28.5120967616808 60.9815473759414, 28.512160910948 60.9813503669128, 28.5122101830911 60.9811753872335, 28.5128521926439 60.9812118960522))
Högsåra-Biskopsö-väylä;151705; 5.0; 4.4;NN+48,70;POLYGON ((28.5144742315685 60.9743086586662, 28.5140557547693 60.9756030516436, 28.5136767449808 60.9771772784981, 28.5136071489439 60.9780767681257, 28.5128521926439 60.9812118960522, 28.5122101830911 60.9811753872335, 28.5131395949783 60.9771480149557, 28.5136926313241 60.9749931408096, 28.5144742315685 60.9743086586662))
Högsåra-Biskopsö-väylä;151695; 5.0; 4.4;NN+48,70;POLYGON ((28.5160106928141 60.9721323384655, 28.5159041662476 60.9722383415287, 28.5157438362716 60.972405074697, 28.515629856628 60.9725294230203, 28.5155013017299 60.9726762225801, 28.5153797560272 60.9728222228999, 28.5152421407781 60.9729972617044, 28.5147095363913 60.9728906790931, 28.5148601930321 60.9726979118163, 28.5149816041719 60.9725515759421, 28.5150885666629 60.9724286449545, 28.5151145341228 60.9723993199798, 28.5152257664465 60.9722775888558, 28.5153739794204 60.9721225256038, 28.5154884185645 60.9720080026462, 28.5160106928141 60.9721323384655))
Högsåra-Biskopsö-väylä;151692; 5.2; 4.4;NN+48,70;POLYGON ((28.5174363462858 60.9709625838066, 28.517343780415 60.9713014519145, 28.5166110403996 60.9718962243568, 28.5160106928141 60.9721323384655, 28.5174363462858 60.9709625838066))
Högsåra-Biskopsö-väylä;151686; 5.0; 4.4;NN+48,70;POLYGON ((28.5196441868702 60.9696872884531, 28.5193351496629 60.9698516880253, 28.5190657194224 60.9699950272698, 28.5188439471079 60.9701130115945, 28.5186791214741 60.9702007145935, 28.5185791367709 60.9702559767684, 28.5183754058894 60.9703715511794, 28.5181707544511 60.9704918262607, 28.5180361993784 60.9705733364666, 28.5179381856578 60.9706339449944, 28.5177028968462 60.9707840694188, 28.5174363462858 60.9709625838066, 28.5160106928141 60.9721323384655, 28.5154884185645 60.9720080026462, 28.5156489267175 60.9718535858726, 28.5158074366106 60.971708120698, 28.5159389125153 60.9715921464377, 28.5160849937372 60.9714678429678, 28.5162640012779 60.9713215146871, 28.5164259566849 60.971194339693, 28.516583119521 60.971075285603, 28.5168073064416 60.9709122863793, 28.5168783395171 60.9708623147626, 28.5170350251791 60.9707542432178, 28.5171945182277 60.9706477054118, 28.5174779125875 60.9704661642451, 28.5177426227923 60.9703048496336, 28.517952352526 60.9701822507325, 28.5181665018131 60.9700614977659, 28.5184326553189 60.9699172595909, 28.5186729986349 60.9697922183168, 28.5189765282607 60.9696408992866, 28.5192725249523 60.9694999843117, 28.5196441868702 60.9696872884531))
Högsåra-Biskopsö-väylä;151684; 5.0; 4.4;NN+48,70;POLYGON ((28.5247131763207 60.9673276270165, 28.5196441868702 60.9696872884531, 28.5192725249523 60.9694999843116, 28.5243286824357 60.9671338775341, 28.5247131763207 60.9673276270165))
Högsåra-Biskopsö-väylä;151679; 5.0; 4.4;NN+48,70;POLYGON ((28.5296954362885 60.9656330146546, 28.5294127472828 60.9657000603, 28.5290608538709 60.9657883294545, 28.5289775633173 60.9658092220709, 28.5287675387644 60.9658644402245, 28.5285320923582 60.9659285098829, 28.5282532764978 60.966007322294, 28.5278799174604 60.966118022531, 28.5275686603171 60.9662150040717, 28.5272935650218 60.9663044174962, 28.5270641721184 60.9663817279655, 28.5268212135012 60.9664664356479, 28.5264899022391 60.9662441372344, 28.5267482524686 60.9661542198821, 28.5268581403081 60.9661169079002, 28.5269776840742 60.9660769367294, 28.5272724962326 60.9659810599971, 28.5275792492654 60.9658852563958, 28.5279500452181 60.9657746360085, 28.528260291474 60.9656862828693, 28.5285130640769 60.9656170367621, 28.5287773852015 60.9655471860981, 28.5291285737273 60.9654583166302, 28.5294377874156 60.9653836859586, 28.5296954362885 60.9656330146546))
Högsåra-Biskopsö-väylä;151670; 5.0; 4.4;NN+48,70;POLYGON ((28.533868073352 60.9649280809149, 28.5331428305502 60.9650282612952, 28.5327700104213 60.965079769376, 28.5323191368623 60.9651420818548, 28.5321856369368 60.9651616771071, 28.5318739264725 60.9652096188733, 28.531567417429 60.9652597236208, 28.5312372682512 60.9653170412576, 28.5309112847181 60.9653771125789, 28.5305557917476 60.9654466503483, 28.5302717712401 60.9655052984152, 28.5300124612333 60.9655612969021, 28.5296954362885 60.9656330146546, 28.5294377874156 60.9653836859586, 28.5297815588439 60.9653037955449, 28.5299424316833 60.9652691095284, 28.5300916561709 60.9652363761726, 28.5303868816103 60.965175057772, 28.5306925786847 60.9651144494575, 28.5310207270205 60.9650525894257, 28.5313231212213 60.9649984599812, 28.5316661881182 60.9649403254625, 28.5319811455102 60.9648899651921, 28.5322876763572 60.9648436733317, 28.5326036378424 60.9647987233922, 28.5329573074583 60.9647516898188, 28.5331664893378 60.9647254817163, 28.533868073352 60.9649280809149))
Högsåra-Biskopsö-väylä;153434; 5.2; 4.2;NN+75.10;POLYGON ((28.2766011528546 61.0784696544133, 28.2738697152097 61.0792011927735, 28.273196915417 61.0784088514799, 28.2761426564524 61.0779421134934, 28.2766011528546 61.0784696544133))
Högsåra-Biskopsö-väylä;153428; 5.2; 4.2;NN+75.10;POLYGON ((28.2796074148042 61.0780546938019, 28.2793622310421 61.078061663932, 28.2790193230691 61.0780789012005, 28.278677737098 61.078104802602, 28.2784038047934 61.0781320129812, 28.2780564098117 61.0781750178778, 28.2777071059417 61.0782282216716, 28.2774666348344 61.078270926469, 28.2771690745738 61.0783309951779, 28.2768544412943 61.0784037288742, 28.2766011528546 61.0784696544133, 28.2761426564524 61.0779421134934, 28.2764717280874 61.0779020496796, 28.2768595919429 61.077861462241, 28.2772171264987 61.0778302528307, 28.2775003071571 61.0778096850517, 28.2779036815397 61.0777866339572, 28.2782967988957 61.0777711515287, 28.2786019749661 61.0777638450877, 28.2789775211495 61.0777604796992, 28.2793498988924 61.0777632618375, 28.2795484274791 61.077767294925, 28.2796074148042 61.0780546938019))
Högsåra-Biskopsö-väylä;153422; 5.2; 4.2;NN+75.10;POLYGON ((28.2826820195335 61.0783521486374, 28.2824295797511 61.0782983734712, 28.2821773598529 61.0782505464394, 28.2819448910988 61.0782114348339, 28.2816836450166 61.0781729411785, 28.2813975670766 61.0781371755973, 28.2811244470492 61.0781090585921, 28.280869841662 61.0780880110177, 28.2805862654352 61.0780703109765, 28.2803514047728 61.0780601639728, 28.2799753268069 61.0780523324943, 28.2796074148042 61.0780546938019, 28.2795484274791 61.077767294925, 28.2800071408494 61.0777830817162, 28.2804067192631 61.0778045117397, 28.2806555103231 61.0778214814814, 28.2809556164432 61.0778456997429, 28.281225180682 61.0778709918801, 28.2815149118432 61.0779019680617, 28.2818195281852 61.077938848267, 28.2820992108496 61.0779766826651, 28.2823496953378 61.0780138670754, 28.2826236190326 61.0780581848757, 28.282900713622 61.0781070122138, 28.2826820195335 61.0783521486374))
Högsåra-Biskopsö-väylä;153418; 5.2; 4.2;NN+75.10;POLYGON ((28.2889777445374 61.0791670611286, 28.288718514894 61.0791703566828, 28.2885565625502 61.0791704373388, 28.2880888838748 61.0791632216359, 28.2875463408165 61.0791403146164, 28.2870697469721 61.079107125229, 28.2868911314711 61.0790915607131, 28.2865394010547 61.0790554692988, 28.2860477149741 61.0789932499017, 28.2855891293178 61.0789222435663, 28.2851325101765 61.0788384552346, 28.2854443592961 61.0786363297672, 28.2856312061029 61.0786739192258, 28.2862037398452 61.0787737195528, 28.2866649234784 61.0788381292153, 28.2870457226072 61.0788811766788, 28.2871641366417 61.0788926466028, 28.2876141508498 61.0789287633036, 28.2881278521753 61.0789553280734, 28.2885717210382 61.0789659179311, 28.2887156034053 61.0789670103485, 28.2889721734923 61.0789657204484, 28.2889777445374 61.0791670611286))
Högsåra-Biskopsö-väylä;153416; 5.2; 4.2;NN+75.10;POLYGON ((28.2851325101765 61.0788384552346, 28.2826820195335 61.0783521486374, 28.282900713622 61.0781070122138, 28.2854443592961 61.0786363297672, 28.2851325101765 61.0788384552346))
Högsåra-Biskopsö-väylä;153413; 5.2; 4.2;NN+75.10;POLYGON ((28.2905949436283 61.0790661140359, 28.2901910543143 61.0791045796017, 28.2898266461292 61.0791316719441, 28.2894162923281 61.0791535782858, 28.2889777445374 61.0791670611286, 28.2889721734923 61.0789657204484, 28.2893897411059 61.0789556626431, 28.2897809185078 61.0789370505244, 28.290128583936 61.0789129469483, 28.2905059229337 61.078878679508, 28.2905949436283 61.0790661140359))
Högsåra-Biskopsö-väylä;153201; 5.2; 4.4;NN+9,82;POLYGON ((28.7407150908664 60.8282721855585, 28.7408030498978 60.8286583493496, 28.7407323256572 60.8299559576011, 28.7400974274499 60.8307951563389, 28.7396079907602 60.831396839066, 28.7394336312603 60.8313619861858, 28.7395126512338 60.8312246963261, 28.7395590718922 60.8306814764178, 28.7396183114065 60.8296283633369, 28.7397401981004 60.8282938966708, 28.7407150908664 60.8282721855585))
Högsåra-Biskopsö-väylä;153196; 5.0; 4.4;NN+9,82;POLYGON ((28.7383266098423 60.8213073524653, 28.7383751705 60.8221365165, 28.7384288338333 60.8229839303333, 28.7384236363333 60.8241311676667, 28.7384061558853 60.8246315336479, 28.7385254107253 60.8248511121049, 28.73995820139 60.8268984295902, 28.7406125790921 60.8278221173067, 28.7407150908664 60.8282721855585, 28.7397401981004 60.8282938966708, 28.7397531263767 60.8281523530783, 28.7396242763616 60.8275234073185, 28.7393670177121 60.8269707905308, 28.7389944092533 60.8264379314061, 28.7381487390472 60.8254770583165, 28.7374729422405 60.824740718327, 28.7372133847218 60.8238664400187, 28.7371248925321 60.8230435151512, 28.7371217986683 60.8220970667932, 28.7373615926884 60.8212881773979, 28.7383266098423 60.8213073524653))
Högsåra-Biskopsö-väylä;153314; 5.0; 4.4;NN+56,96;POLYGON ((28.3619082776194 61.0564563508347, 28.3616083263715 61.0565510769788, 28.361334849317 61.0566337095084, 28.3610704815732 61.0567103131009, 28.360779138058 61.0567911275959, 28.360457703064 61.0568760495073, 28.3601554083962 61.0569523988149, 28.3598507910537 61.0570247882331, 28.3595606902123 61.0570907395523, 28.3591872902653 61.0571709192292, 28.358593325083 61.0572874213247, 28.3583578159953 61.0573308387373, 28.3579901188548 61.0573940163861, 28.3576319049646 61.0574513599047, 28.3572945189041 61.0575011141343, 28.3569682552704 61.0575459004081, 28.3565430066308 61.0575991856582, 28.3561334991247 61.0576451536639, 28.3557603541848 61.0576825508791, 28.3554445389365 61.0577109038246, 28.3550889536455 61.0577392498287, 28.3550073454236 61.0577454384287, 28.3549230248759 61.0574702909552, 28.3566097805076 61.0573130624169, 28.3583985864165 61.05702635682, 28.3599427666826 61.0566986175963, 28.3616206589189 61.0562473247583, 28.3619082776194 61.0564563508347))
Högsåra-Biskopsö-väylä;153312; 5.0; 4.4;NN+56,96;POLYGON ((28.3683247993728 61.0543816403245, 28.3619082776194 61.0564563508347, 28.3616206589189 61.0562473247579, 28.3680371563196 61.0541726367348, 28.3683247993728 61.0543816403245))
Högsåra-Biskopsö-väylä;153307; 5.0; 4.4;NN+56,96;POLYGON ((28.3720003961274 61.053424020113, 28.3717251491525 61.0534914482678, 28.3715010957878 61.0535463469178, 28.3712513832615 61.0536075325885, 28.3709697385547 61.0536765422815, 28.370604309537 61.0537660809109, 28.3703374937777 61.0538314568325, 28.3701377532264 61.053880408356, 28.3700025544133 61.0539177764847, 28.3697266974511 61.053994043432, 28.369344679463 61.0540996607114, 28.3689798059508 61.0542005376935, 28.3686189752983 61.0543002966249, 28.3683247993728 61.0543816403245, 28.3680371563196 61.0541726367348, 28.3683509779851 61.0540729513722, 28.3686973679218 61.0539670849268, 28.369073201896 61.0538569707388, 28.3694431524452 61.0537532468397, 28.3697340727058 61.0536748335681, 28.3700945406784 61.053581415286, 28.3703688216092 61.0535130381246, 28.3707492149352 61.0534219771554, 28.3710157503625 61.0533607239655, 28.3712771576292 61.0533026485687, 28.3715232442712 61.0532497549025, 28.3717995145154 61.0531924105009, 28.3720003961274 61.053424020113))
Högsåra-Biskopsö-väylä;145810; 5.1; 4.4;NN+64,06;POLYGON ((28.310723906571 61.0680674556943, 28.3105874609627 61.0681118225078, 28.3083632040206 61.069873278663, 28.3076336529272 61.0702121542825, 28.3074583305256 61.0701585615108, 28.3078470468905 61.0697821617585, 28.3095078497367 61.0684531955509, 28.3102214436044 61.0679669505912, 28.310723906571 61.0680674556943))
Högsåra-Biskopsö-väylä;153305; 5.0; 4.4;NN+56,96;POLYGON ((28.3784427023288 61.0521107520944, 28.3720003961274 61.053424020113, 28.3717995145154 61.0531924105009, 28.3782415053687 61.0518787626033, 28.3784427023288 61.0521107520944))
