Abborrgrundet-Inkoo;188142; 3.0; 2.4;MW2013;POLYGON ((27.7020433774647 60.4487770871112, 27.7055084002909 60.4472713380439, 27.7146005866902 60.4511561456963, 27.7189352578333 60.456562736, 27.7236744815567 60.456812612382, 27.7236690554147 60.4572613304076, 27.7180467783976 60.4574739982463, 27.7136723958333 60.4527407243333, 27.7020433774647 60.4487770871112))
Mussalon väylä;207328; 8.2; 0.0;MW2005;POLYGON ((27.1738177734951 60.532705083774, 27.1736877348567 60.5324040571014, 27.1756535816664 60.5320917643921, 27.1799465079123 60.5308329643807, 27.1801018181742 60.5309953206229, 27.1746109747899 60.5329155530226, 27.1741259547216 60.5327868625605, 27.1738177734951 60.532705083774))
Mussalon väylä;207326; 8.5; 0.0;MW2005;POLYGON ((27.1737030273665 60.5346841902074, 27.1740765108046 60.5330086888508, 27.1741259547216 60.5327868625605, 27.1746109747899 60.5329155530226, 27.1754251725972 60.5333758063529, 27.1747473942786 60.5348109310093, 27.1737030273665 60.5346841902074))
Mussalon väylä;226662; 4.0;;MW2016;POLYGON ((27.1779963826214 60.5226287264825, 27.1780382287531 60.522661408511, 27.1781005772462 60.5226585855073, 27.1775719616928 60.5235555865257, 27.1774624760706 60.523719062976, 27.1774190714519 60.5238140636755, 27.1769884469373 60.5236185200171, 27.1767665531298 60.5235419624719, 27.1770842663138 60.5230276456356, 27.177178809374 60.5228489704521, 27.1772538418619 60.5228287577044, 27.1774323066317 60.5227806816338, 27.1779298200679 60.522646657655, 27.1779963826214 60.5226287264825))
Mussalon väylä;226661; 4.0;;MW2016;POLYGON ((27.1804290834063 60.5229151250599, 27.180851671122 60.5232994131644, 27.1809543859719 60.5233920643709, 27.1808340382005 60.5235943054665, 27.1805051265678 60.5241470258891, 27.1804193857099 60.5241683803668, 27.1800563648888 60.524258804748, 27.1800420054793 60.5242521375405, 27.1799951954673 60.5242242073588, 27.179972235922 60.5242105080325, 27.1799498358089 60.5242023354515, 27.1799063004513 60.5241864890593, 27.1798814987563 60.5241821747682, 27.1798362337752 60.524174300857, 27.1797956231987 60.5241672365849, 27.1797999634831 60.5241467808182, 27.1797721907429 60.5241393699078, 27.1797545890946 60.5241576793785, 27.1796983471436 60.5241469018047, 27.1804290834063 60.5229151250599))
Mussalon väylä;218528;####; 8.6;MW2005;POLYGON ((27.1403440631667 60.345551811, 27.1596745395066 60.3550709258266, 27.163985228 60.4004951243333, 27.1648883522676 60.4098105155251, 27.1551862805 60.4193257003333, 27.1455300698333 60.4396014988333, 27.1511969033333 60.4471079088333, 27.1531351211667 60.4563487238333, 27.153989658073 60.4605984320378, 27.1467429562558 60.4683868841556, 27.1462870969655 60.4688767551601, 27.1444066935 60.4708974211667, 27.137900904 60.4778865838333, 27.145456180122 60.4922128584728, 27.1491010737641 60.4991196677328, 27.1501178756667 60.501045896, 27.1636632980793 60.5097532963162, 27.1584460023942 60.5105376129069, 27.1463147056593 60.5050438196577, 27.145394274 60.5002381041667, 27.1328795500805 60.4867662680465, 27.1272931278906 60.4807420861871, 27.1426200603333 60.4635266595, 27.1431041831667 60.4579120721667, 27.1437630566667 60.4507320333333, 27.1337846737709 60.4364636826879, 27.1397212482332 60.4296161024589, 27.1464813486344 60.4128737329786, 27.1423855940318 60.3679771395912, 27.1403440631667 60.345551811))
Mussalon väylä;226665; 5.5;;MW2016;POLYGON ((27.1810604125332 60.5212436392087, 27.1807982298473 60.5222991401549, 27.1802308434882 60.5232486110441, 27.1796981633543 60.524147202525, 27.1796908057322 60.5241455648411, 27.1792551809899 60.5240801461798, 27.1790576808447 60.5240511034946, 27.1786929415227 60.5239983716599, 27.1793509461438 60.5228927537465, 27.1790769822239 60.5228531450112, 27.1784189690655 60.5239587615887, 27.1774190714519 60.5238140636755, 27.1774624760706 60.523719062976, 27.1775719616928 60.5235555865257, 27.1784629459203 60.5220444211406, 27.1799128682291 60.5206038216288, 27.1801588836394 60.5201771668068, 27.1815391033184 60.5208252946754, 27.1810604125332 60.5212436392087))
Mussalon väylä;227201; 9.5; 8.3;MW2005;POLYGON ((27.1775119695 60.519202219, 27.1790088658675 60.5184448912118, 27.1799298488333 60.5179789216667, 27.185795 60.5206216666667, 27.1908002903567 60.5228392543648, 27.1959319283333 60.5241611226667, 27.1975812133113 60.5292361403931, 27.1942306522353 60.5279564954478, 27.1927775376953 60.5274014583978, 27.1910983048776 60.5259792362725, 27.188840605 60.5240668391667, 27.1878749536667 60.523647544, 27.1850490243333 60.522378372, 27.182225896 60.521147054, 27.1815391033184 60.5208252946754, 27.1801588836394 60.5201771668068, 27.1791593161678 60.5197103501437, 27.1775119695 60.519202219))
Muuraissaari - Itkonniemi väylä;87735; 5.2; 4.2;NN+75.10;POLYGON ((28.6894413512547 62.1177036536142, 28.6931959017881 62.1206170429114, 28.6906122803282 62.1202300819521, 28.6859784528434 62.1211257130175, 28.6754677976512 62.125664779298, 28.6712496567157 62.1270872538285, 28.6691055515148 62.1263740563551, 28.6833976876638 62.121367436056, 28.6894413512547 62.1177036536142))
Muuraissaari - Itkonniemi väylä;190995; 4.8; 4.2;NN+75.10;POLYGON ((28.5541013823333 62.1772085895, 28.555725786 62.1756872116667, 28.5761402792238 62.1676101492852, 28.5775491785186 62.1698950269816, 28.5710162574026 62.171932889577, 28.5541013823333 62.1772085895))
Muuraissaari - Itkonniemi väylä;149753; 4.8; 4.2;NN+75.10;POLYGON ((28.5775491785186 62.1698950269816, 28.5761402792238 62.1676101492852, 28.5966667931246 62.1546809060109, 28.6030805488834 62.150525142401, 28.6121600346708 62.1445571760799, 28.6274417855 62.1371053398333, 28.6277486816667 62.1383736966667, 28.6066154401003 62.1498466122557, 28.5933219796201 62.1588024337662, 28.5927695149291 62.1591911625326, 28.5879495202953 62.1625818649272, 28.5789573992045 62.168905071043, 28.5775491785186 62.1698950269816))
Muuraissaari - Itkonniemi väylä;149728; 5.2; 4.2;NN+75.10;POLYGON ((28.6274417855 62.1371053398333, 28.6296457562704 62.1347621101164, 28.6308604858487 62.1335765678937, 28.6325318771667 62.1322478201667, 28.6351416888333 62.1322045685, 28.6306458017161 62.1349560598657, 28.6277486816667 62.1383736966667, 28.6274417855 62.1371053398333))
Muuraissaari - Itkonniemi väylä;149679; 4.8; 4.2;NN+75.10;POLYGON ((28.6572141035 62.1272336678333, 28.6603794992935 62.1269463068343, 28.6691055515148 62.1263740563551, 28.6712496567157 62.1270872538285, 28.6643811083375 62.1272454889879, 28.657326674094 62.1277563154789, 28.6572141035 62.1272336678333))
Muuraissaari - Itkonniemi väylä;149663; 4.8; 4.2;NN+75.10;POLYGON ((28.6325318771667 62.1322478201667, 28.6350344829324 62.1307102596096, 28.6360120548683 62.1306106009106, 28.6446142341708 62.1297336364393, 28.6464998358048 62.1293595227527, 28.6572141035 62.1272336678333, 28.657326674094 62.1277563154789, 28.6490412695617 62.1292871239276, 28.645081031299 62.1302346391151, 28.6404028780523 62.131113073474, 28.6351416888333 62.1322045685, 28.6325318771667 62.1322478201667))
Muuraissaari - Itkonniemi väylä;149916; 5.2; 4.2;NN+75.10;POLYGON ((28.2368582379533 62.1932015587439, 28.2612200178333 62.1969683925, 28.2634155244672 62.1989405319991, 28.2461571031667 62.1980206175, 28.2323442696667 62.197847235, 28.2368582379533 62.1932015587439))
Muuraissaari - Itkonniemi väylä;149883; 5.2; 4.2;NN+75.10;POLYGON ((28.300151967 62.1802497988333, 28.2939820733333 62.1796434945, 28.2815548633264 62.1773842876135, 28.2940329356667 62.1731972445, 28.2963590313333 62.176210214, 28.3074397750907 62.1796158921356, 28.300151967 62.1802497988333))
Muuraissaari - Itkonniemi väylä;134544; 4.8; 4.2;NN+75.10;POLYGON ((28.2922185738333 62.1959022293333, 28.2975144241667 62.1944169848333, 28.3017004928333 62.1899178391667, 28.3020903936667 62.1877176943333, 28.302359608 62.185405168, 28.3036867956667 62.1875819948333, 28.3037399738333 62.1944912085, 28.3119470895 62.1966322533333, 28.2922185738333 62.1959022293333))
Muuraissaari - Itkonniemi väylä;99096; 4.8; 4.2;NN+75.10;POLYGON ((28.5314516678333 62.1863435836667, 28.531233155 62.1859392323333, 28.5384864183333 62.1836369001667, 28.5462751135 62.1786903338333, 28.555725786 62.1756872116667, 28.5541013823333 62.1772085895, 28.5473579018191 62.1794800897162, 28.5421883268333 62.182369276, 28.5415312118333 62.1828559318333, 28.5385134665664 62.1849061065476, 28.5314516678333 62.1863435836667))
Muuraissaari - Itkonniemi väylä;99086; 4.8; 4.2;NN+75.10;POLYGON ((28.5115842885 62.1932588453333, 28.511278094 62.1930090401667, 28.5200040896667 62.1899505286667, 28.5249319628333 62.1881508188333, 28.531233155 62.1859392323333, 28.5314516678333 62.1863435836667, 28.5252771068333 62.1884933506667, 28.5206130801667 62.190101063, 28.5115842885 62.1932588453333))
Muuraissaari - Itkonniemi väylä;99078; 4.8; 4.2;NN+75.10;POLYGON ((28.5022814365 62.1956267706667, 28.5067952975 62.194558297, 28.511278094 62.1930090401667, 28.5115842885 62.1932588453333, 28.5073824275 62.1948020736667, 28.505188318 62.1955977638333, 28.5024158275 62.1960447805, 28.5022814365 62.1956267706667))
Muuraissaari - Itkonniemi väylä;99066; 4.8; 4.2;NN+75.10;POLYGON ((28.4701555941667 62.2007216603333, 28.477914391627 62.1988480456286, 28.4888906655 62.1976834246667, 28.4967614166667 62.196472428, 28.5022814365 62.1956267706667, 28.5024158275 62.1960447805, 28.4975755321667 62.1968710585, 28.4894158276667 62.198021041, 28.4813456148333 62.1991982091667, 28.4762282415 62.2001223741667, 28.47044162 62.2012696306667, 28.4701555941667 62.2007216603333))
Muuraissaari - Itkonniemi väylä;99056; 4.8; 4.2;NN+75.10;POLYGON ((28.4510120405 62.2062121258333, 28.4507068803333 62.2057516348333, 28.4550924811667 62.2044763408333, 28.4596942138333 62.2030883398333, 28.462376829223 62.2017408952754, 28.4701555941667 62.2007216603333, 28.47044162 62.2012696306667, 28.4679820706667 62.201785135, 28.4631159225 62.2027202383333, 28.4554733483333 62.2048198153333, 28.4510120405 62.2062121258333))
Muuraissaari - Itkonniemi väylä;99047; 4.8; 4.2;NN+75.10;POLYGON ((28.4390626806667 62.2080053498333, 28.4388288791667 62.2074013183333, 28.4458432506667 62.206783553, 28.4507068803333 62.2057516348333, 28.4510120405 62.2062121258333, 28.4487275693333 62.2068029856667, 28.4460427005 62.2071446485, 28.4390626806667 62.2080053498333))
Muuraissaari - Itkonniemi väylä;99039; 4.8; 4.2;NN+75.10;POLYGON ((28.3698822475 62.2122869738333, 28.3729038803333 62.2131495368333, 28.4252193001667 62.2084546848333, 28.4388288791667 62.2074013183333, 28.4390626806667 62.2080053498333, 28.4241709735 62.2093204868333, 28.3741974236667 62.214721584, 28.3680811516667 62.2142167013333, 28.3698822475 62.2122869738333))
Muuraissaari - Itkonniemi väylä;99030; 4.8; 4.2;NN+75.10;POLYGON ((28.3597403365 62.2057018741667, 28.3640687081667 62.208868739, 28.3652622238333 62.2098020206667, 28.3698822475 62.2122869738333, 28.3680811516667 62.2142167013333, 28.3646242431667 62.2102638975, 28.3585684133333 62.206221275, 28.3597403365 62.2057018741667))
Muuraissaari - Itkonniemi väylä;99024; 5.2; 4.2;NN+75.10;POLYGON ((28.3504307591667 62.2015185688333, 28.3549169481667 62.203705676, 28.3597403365 62.2057018741667, 28.3585684133333 62.206221275, 28.3510677893333 62.2034175771667, 28.3504307591667 62.2015185688333))
Muuraissaari - Itkonniemi väylä;99018; 5.2; 4.2;NN+75.10;POLYGON ((28.3119470895 62.1966322533333, 28.3504307591667 62.2015185688333, 28.3510677893333 62.2034175771667, 28.3114634531667 62.1989251128333, 28.3119470895 62.1966322533333))
Muuraissaari - Itkonniemi väylä;99007; 5.2; 4.2;NN+75.10;POLYGON ((28.302359608 62.185405168, 28.3012178963333 62.1811553773333, 28.300151967 62.1802497988333, 28.3074397750907 62.1796158921356, 28.3036867956667 62.1875819948333, 28.302359608 62.185405168))
Muuraissaari - Itkonniemi väylä;98991; 5.2; 4.2;NN+75.10;POLYGON ((28.2791547275195 62.1926941702125, 28.2922185738333 62.1959022293333, 28.3119470895 62.1966322533333, 28.3114634531667 62.1989251128333, 28.289467514563 62.1967085464811, 28.281328639 62.1950431285, 28.2791547275195 62.1926941702125))
Muuraissaari - Itkonniemi väylä;98987; 5.2; 4.2;NN+75.10;POLYGON ((28.2612200178333 62.1969683925, 28.2791547275195 62.1926941702125, 28.281328639 62.1950431285, 28.2634155244672 62.1989405319991, 28.2612200178333 62.1969683925))
Muuritsalo - Vuoritsalo väylä;111149; 3.0; 2.4;NN+98.85;POLYGON ((25.9819968234611 62.7720537424903, 25.981263610056 62.7830531708167, 25.9812537512572 62.7847004314127, 25.9815377040957 62.7913438513531, 25.9820105975324 62.8067964699317, 25.9785406015144 62.8096490094673, 25.968206154179 62.8181547936872, 25.9718255716549 62.8210097464062, 25.9777004473195 62.824673333753, 25.9799705795178 62.8262278312203, 25.9864050758511 62.8302310942208, 26.0090449138511 62.8374390615548, 26.0130305971845 62.8400259397218, 26.0446653494533 62.8488956151973, 26.042048762351 62.8493590995561, 26.041058311351 62.8488445342228, 26.0366796746844 62.8484351390561, 25.9845601141844 62.8334891328878, 25.9845354233511 62.8301664825541, 25.9837025456667 62.829283876, 25.9813309153511 62.8281344320538, 25.9774415011844 62.8251606200535, 25.9658909464433 62.8182135017761, 25.9768273225977 62.8092129034249, 25.9773400258333 62.8074026795, 25.9789299538512 62.802142954551, 25.9783784135178 62.7997307648841, 25.9804023265179 62.7868715057161, 25.9805329784959 62.7846952094241, 25.9803842205179 62.7830586442156, 25.9800961558771 62.7744200752739, 25.9819968234611 62.7720537424903))
Muuritsalo - Vuoritsalo väylä;111155; 3.0; 2.4;NN+98.85;POLYGON ((26.0446653494533 62.8488956151973, 26.0506990451827 62.8575223871653, 26.0519485053509 62.8585498890572, 26.056758491087 62.861498458667, 26.0646699463872 62.8659418312828, 26.0678671660803 62.8672119353386, 26.0748643581841 62.8690425903916, 26.091602892684 62.8733243812254, 26.0810658591841 62.8736643247254, 26.0766909175174 62.8718143965586, 26.0708782841841 62.8702141560584, 26.0677213290175 62.8682176447249, 26.0665598077934 62.8674219982609, 26.056242801408 62.8616498931867, 26.0470886244241 62.8583858090534, 26.042048762351 62.8493590995561, 26.0446653494533 62.8488956151973))
Mänttä - Keuruu venereitti;119557; 1.6; 1.5;NN+76.60;POLYGON ((23.6146863734232 61.3201926938866, 23.61408358201 61.3214917459915, 23.6054775789869 61.3192687734632, 23.6033125420874 61.3192265750113, 23.6030195808353 61.3181128312182, 23.6064615113542 61.3185168834844, 23.6146863734232 61.3201926938866))
Mänttä - Keuruu venereitti;179604; 1.6; 1.2;NN+76.60;POLYGON ((23.6030195808353 61.3181128312182, 23.6076225470208 61.3154534373175, 23.6113097651131 61.312329323932, 23.6115937807721 61.3124341420962, 23.6084287483348 61.3156808430415, 23.6064615113542 61.3185168834844, 23.6030195808353 61.3181128312182))
Mänttä - Keuruu venereitti;127275; 1.6; 1.2;NN+76.60;POLYGON ((23.6146863734232 61.3201926938866, 23.6190664961868 61.3164249614842, 23.6199575810201 61.3162000658176, 23.6181298211667 61.3181563045, 23.616906006 61.3206448291667, 23.6160719316667 61.3215694481667, 23.6146863734232 61.3201926938866))
Mänttä - Keuruu venereitti;127263; 2.1; 1.5;NN+76.60;POLYGON ((23.6199860303312 61.3294794799286, 23.6201774365 61.3275128928333, 23.6168505655 61.3236878903333, 23.61408358201 61.3214917459915, 23.6146863734232 61.3201926938866, 23.6160719316667 61.3215694481667, 23.6184284123333 61.3236472828333, 23.6213083848133 61.3274170147356, 23.6246258181348 61.3284247212734, 23.6199860303312 61.3294794799286))
Mäntyluodon pohjoinen väylä;155252; 8.5; 6.5;MW2005;POLYGON ((21.3195827288117 61.5998373045673, 21.4385916318631 61.6024503290684, 21.4372440910954 61.6048889825956, 21.3193395727401 61.6043225684874, 21.3195827288117 61.5998373045673))
Mäntyluodon pohjoinen väylä;155254; 8.1; 6.5;MW2009;POLYGON ((21.4372440968655 61.6048889676347, 21.4385916278087 61.6024503068217, 21.4446789371393 61.6004676227519, 21.4504619287129 61.5991565419426, 21.4562880385749 61.5966607175051, 21.4590347372876 61.5986394747722, 21.4550912527679 61.5988450760761, 21.4372440968655 61.6048889676347))
Märaskärsgrundetin väylä;128086; 3.0; 2.4;NN+81.25;POLYGON ((28.5032133115 62.5770817373333, 28.4999819173193 62.5775558521002, 28.4999815670853 62.5772554010997, 28.5008790108333 62.5771589835, 28.5035908816667 62.5768325226667, 28.5095766868333 62.5761264588333, 28.5162670083333 62.5747844866667, 28.5153299971667 62.575173934, 28.509544408 62.5762896855, 28.5032133115 62.5770817373333))
Märaskärsgrundetin väylä;190684; 3.3; 2.7;NN+81.25;POLYGON ((27.8040587877097 62.8550590515053, 27.8124071903672 62.850867317741, 27.8141746223393 62.8526373657313, 27.8027352226685 62.8583866612822, 27.8028895637654 62.8581105833042, 27.8040587877097 62.8550590515053))
Märaskärsgrundetin väylä;190824; 2.4; 1.8;NN+79.45;POLYGON ((28.6726533813818 62.4704389695559, 28.6751169176667 62.4690081725, 28.6810398941667 62.4642016101667, 28.683422417764 62.462009635606, 28.6904213550002 62.4590725997762, 28.7315736022641 62.4335799471669, 28.7412400638333 62.4256022428333, 28.7470695614119 62.4196373842162, 28.7537782418333 62.4119151901667, 28.7559093958048 62.4120812074912, 28.757622317349 62.4116628909167, 28.7580653433084 62.4120023855813, 28.7571825616667 62.4132677926667, 28.7565160028333 62.413839445, 28.7546663733333 62.4157191706667, 28.7362920197543 62.4348232692895, 28.6972571043695 62.4589762034919, 28.682838666 62.4635806066667, 28.6761529553333 62.4692513113333, 28.6736385021667 62.471309255, 28.6729582910529 62.4712338844346, 28.6726533813818 62.4704389695559))
Märaskärsgrundetin väylä;190802; 2.4; 1.8;NN+79.45;POLYGON ((28.6789813638333 62.4918496373333, 28.6715307758635 62.4901658980509, 28.6702624126968 62.4866576610768, 28.6695936110302 62.4848105767571, 28.6761449578635 62.4807878502868, 28.6743671391968 62.4766251781508, 28.6721103578635 62.473214599676, 28.6724255668635 62.4715850775213, 28.6726533813818 62.4704389695559, 28.6729582910529 62.4712338844346, 28.6736385021667 62.471309255, 28.6732107576667 62.4735216075, 28.6747218381667 62.4766911611667, 28.6771287385 62.4809348818333, 28.6707729271667 62.484508388, 28.6704275906667 62.48575217, 28.6707293858333 62.4866087046667, 28.672056670287 62.4889484668398, 28.6734693288333 62.4895414798333, 28.6773254266667 62.491181628, 28.6809218976667 62.4920976916667, 28.6795215672696 62.491875747917, 28.6789813638333 62.4918496373333))
Märaskärsgrundetin väylä;190771; 2.4; 1.8;NN+81.25;POLYGON ((28.6348997538333 62.5198472778333, 28.6357120293896 62.5190988847862, 28.6381455386667 62.5183301463333, 28.6387807906667 62.5179936255, 28.6399152059658 62.5169429562384, 28.6423140734919 62.515210711004, 28.6431885604941 62.5151069493535, 28.6433959681154 62.5150541182021, 28.6442838712124 62.5144928385606, 28.6443635615838 62.5145173732853, 28.6418706185363 62.5161294462916, 28.6416950177986 62.5165245235291, 28.6398033590951 62.5177226850837, 28.6391859413333 62.5178784235, 28.6378799308333 62.5186452863333, 28.6369354733138 62.5192413337175, 28.6350532741667 62.5198375518333, 28.6349970539198 62.519826175425, 28.6348997538333 62.5198472778333))
Märaskärsgrundetin väylä;190697; 3.0; 2.4;NN+81.25;POLYGON ((28.475836660744 62.5819213502714, 28.4869589421667 62.579230685, 28.491589354 62.5782839478333, 28.4999815670853 62.5772554010997, 28.4999819173193 62.5775558521002, 28.4913293321667 62.5788249353333, 28.480074961 62.5823468275, 28.4775670058333 62.5827861135, 28.4732097245 62.5858349545, 28.4642743991667 62.5887265061667, 28.4636213362869 62.5890891014539, 28.4626964320115 62.5887729357791, 28.4615680553325 62.5884043943403, 28.4631803371374 62.5874450314685, 28.4698105651094 62.5861633061561, 28.4722488136667 62.5852266101667, 28.475836660744 62.5819213502714))
Märaskärsgrundetin väylä;200567; 3.0; 2.4;NN+81.25;POLYGON ((28.5162670121555 62.5747844869053, 28.5188287453216 62.5742679927386, 28.520930315321 62.5738686019053, 28.5275372593193 62.5721355045719, 28.5315102183183 62.5713071514053, 28.5382334449827 62.5699052496059, 28.5514189016467 62.5680835970717, 28.554175345646 62.5677180595716, 28.5547928902846 62.567721931636, 28.5551097611458 62.567687243405, 28.5545388923652 62.5679050407753, 28.5537179014795 62.5679783272383, 28.5504315808137 62.5684368955716, 28.5313551314851 62.5715455657385, 28.527701372986 62.5723115697385, 28.5266080306529 62.5725996239052, 28.5219045441799 62.5740851671311, 28.5194239333214 62.5744268429052, 28.5175011241842 62.5748796500664, 28.5153300009892 62.5751739342385, 28.5162670121555 62.5747844869053))
Märaskärsgrundetin väylä;190722; 3.3; 2.7;NN+81.25;POLYGON ((28.2284557311531 62.6541788001329, 28.2378720608238 62.6541548410815, 28.2410563973623 62.654035120207, 28.2698609309134 62.6440832309104, 28.3003232710232 62.6346872981327, 28.3143776915161 62.6284748039666, 28.3352549711251 62.6245366796139, 28.3659123840873 62.6165319049511, 28.3827970738333 62.612950487, 28.3890537487163 62.6111031691509, 28.4108167318646 62.6067701102663, 28.42330544152 62.6040620321306, 28.4451769692338 62.5982549823054, 28.4495050753318 62.5955807414314, 28.4615680553325 62.5884043943403, 28.4626964320115 62.5887729357791, 28.4636213362869 62.5890891014539, 28.4564452716891 62.5930928798808, 28.4496148025 62.5968825356667, 28.4462847495278 62.5994741931986, 28.4263826447363 62.6051295453235, 28.4114389058333 62.6075848298333, 28.3761989788586 62.6146856556341, 28.3641073160354 62.6181030891404, 28.3354816366667 62.6246800586667, 28.3172779622952 62.6286196192189, 28.2961205708922 62.6366595754897, 28.2879613750867 62.6396996197627, 28.2708552121268 62.6449670713866, 28.2585713789246 62.6493139435874, 28.2468665526359 62.6543488460118, 28.2363030973766 62.6547319439934, 28.2288153003333 62.655763728, 28.2284557311531 62.6541788001329))
Märaskärsgrundetin väylä;190704; 3.3; 2.7;NN+81.25;POLYGON ((27.818063584514 62.8480262804153, 27.8218972037726 62.8461003306961, 27.906964999981 62.8141949993857, 27.9534233333133 62.7949033327169, 27.9612099999798 62.7916733327166, 27.9960805083897 62.773172968465, 28.0058989510288 62.768673393402, 28.0082957085187 62.767417497857, 28.0102078812988 62.765605243897, 28.0329762725411 62.7522319063978, 28.0444751459847 62.7485289775108, 28.0744990610154 62.7313300308125, 28.0919831248381 62.7210797843433, 28.1166844181265 62.7075415536543, 28.120975241646 62.7060078187631, 28.1259000175907 62.7042471178842, 28.1373688548301 62.6995475923414, 28.1491050364211 62.6940053625822, 28.1574597379326 62.6894778627357, 28.2284557311531 62.6541788001329, 28.2288153003333 62.655763728, 28.2247918025098 62.6587896428303, 28.1601352246626 62.6909288074952, 28.1505763480789 62.6942898753968, 28.1361121137049 62.7003243340505, 28.1232843275659 62.7059959421377, 28.115699093336 62.7107757298216, 28.0950688536434 62.7226245248759, 28.048904911883 62.7485289452535, 28.0359112032907 62.7528133229856, 28.0180741127832 62.7628021242318, 28.0069418429309 62.7692525771537, 28.0013990155759 62.7728430365529, 27.958349735024 62.7970229001214, 27.8736969919817 62.8289380372206, 27.8245003159371 62.847445075103, 27.8197802152819 62.8498189048174, 27.818063584514 62.8480262804153))
Märaskärsgrundetin väylä;137012; 2.4; 1.8;NN+79.45;POLYGON ((28.6447808754364 62.5141340598096, 28.6448125076563 62.514110416741, 28.6448369237025 62.5140374668356, 28.6454259099869 62.5135826208855, 28.6454923487996 62.5136882174644, 28.6460369643949 62.5136564634788, 28.6456338019947 62.5137173075131, 28.6450074067109 62.5141310434883, 28.6449112918121 62.5141418092296, 28.64488657572 62.5141586052545, 28.6447808754364 62.5141340598096))
Märaskärsgrundetin väylä;128343; 2.4; 1.8;NN+79.45;POLYGON ((28.6624431435 62.5001145745, 28.668796994 62.4981006468333, 28.6780147293333 62.4946634876667, 28.6789813638333 62.4918496373333, 28.6795215672696 62.491875747917, 28.6809218976667 62.4920976916667, 28.681435149 62.4949739983333, 28.6625439228333 62.5008419298333, 28.6624743702525 62.5004827824285, 28.6624431435 62.5001145745))
Märaskärsgrundetin väylä;128326; 2.4; 1.8;NN+79.45;POLYGON ((28.6580744063333 62.5051193028333, 28.6583712875 62.5039382743333, 28.660122475 62.5032011348333, 28.660888769 62.5022687773333, 28.6624431435 62.5001145745, 28.6624743702525 62.5004827824285, 28.6625439228333 62.5008419298333, 28.6618374536667 62.5013862068333, 28.6609104958333 62.5026342276667, 28.660179398 62.5034874458333, 28.6589869438333 62.5039193303333, 28.6587394236667 62.5050852471667, 28.6583948786803 62.5051258844363, 28.6580744063333 62.5051193028333))
Märaskärsgrundetin väylä;128307; 2.4; 1.8;NN+79.45;POLYGON ((28.6454259099869 62.5135826208855, 28.6459765491667 62.512377709, 28.6477950136667 62.5111902283333, 28.649667559 62.5100510361667, 28.6525048883333 62.5070541553333, 28.655231194 62.5062230316667, 28.6580744063333 62.5051193028333, 28.6583948786803 62.5051258844363, 28.6587394236667 62.5050852471667, 28.6553894821667 62.5063586998333, 28.6538259861667 62.506942368, 28.6511909571667 62.5095001735, 28.6489381278333 62.5107048175, 28.6466383953333 62.5122522423333, 28.6464870878915 62.5130009870116, 28.6465148755749 62.5133450525289, 28.6463435439923 62.5135176013732, 28.6460369643949 62.5136564634787, 28.6454923487996 62.5136882174643, 28.6454259099869 62.5135826208855))
Märaskärsgrundetin väylä;128186; 2.4; 1.8;NN+81.25;POLYGON ((28.624631829942 62.5308141564422, 28.6296989631667 62.5232360496667, 28.6313170355 62.5217391206667, 28.6327848223333 62.5210010986667, 28.6339412918333 62.5203996801667, 28.6348997538333 62.5198472778333, 28.6349970539198 62.519826175425, 28.6350532741667 62.5198375518333, 28.6343101403333 62.5203485928333, 28.6329806211667 62.5212076163333, 28.631432774 62.5218543328333, 28.6313188476293 62.5221508856224, 28.6310166743271 62.5239347858345, 28.6262098456835 62.5311001693911, 28.624631829942 62.5308141564422))
Märaskärsgrundetin väylä;128169; 2.4; 1.8;NN+81.25;POLYGON ((28.5551097573333 62.5676872431667, 28.554792886472 62.5677219313977, 28.5541753418333 62.5677180593333, 28.5635256986667 62.5619535735, 28.605928359081 62.5416039468976, 28.6170095301654 62.5354014659223, 28.624631829942 62.5308141564422, 28.6262098456835 62.5311001693911, 28.6202719039988 62.5345319513918, 28.6161570072227 62.5380655301103, 28.607688751 62.5429528166667, 28.5992436218333 62.5462098568333, 28.5932178191079 62.5502132677974, 28.5586368383333 62.5663415501667, 28.5551097573333 62.5676872431667))
Mössholmen-Siksandsholmen;158974; 1.8; 1.2;MW2000;POLYGON ((23.7962518985967 59.9545223027765, 23.7972418042777 59.9543285590414, 23.8231512143531 59.9695823593772, 23.840537309319 59.9772962279672, 23.8462769209178 59.9883759393514, 23.8509302984548 59.9905666465954, 23.8523447831667 59.9914171411667, 23.854351779234 59.9921640577949, 23.8534415744531 59.9946920239174, 23.860847986 59.998660695, 23.8772939111667 59.9955032923333, 23.8944359507295 59.9922094219676, 23.9250539270487 59.9912887104686, 23.9260235495277 59.9916190994639, 23.8946566473665 59.9925624622589, 23.8606452498743 59.9993411116626, 23.8525078910191 59.9948748258261, 23.8534644811949 59.992278893741, 23.845529126951 59.98863949762, 23.8449082948333 59.9873834575, 23.8400585339021 59.9775682656741, 23.8351875233333 59.9754724425, 23.8223849207003 59.9699618315561, 23.7962518985967 59.9545223027765))
Mössholmin väylä;110020; 9.3; 8.0;MW2005;POLYGON ((26.9946192782689 60.3771702245485, 26.9946196358019 60.3750006910679, 27.0094614236512 60.3602984135469, 27.0132095712634 60.3591717527393, 26.9946192782689 60.3771702245485))
